282,26,317,90
282,43,317,107
292,21,327,85
301,26,336,90
300,34,335,98
298,36,333,100
307,59,342,123
317,71,352,135
321,72,356,136
318,48,353,112
315,39,350,103
312,57,347,121
313,63,348,127
314,71,349,135
321,61,356,125
322,56,357,120
320,80,355,144
309,102,344,166
289,102,324,166
277,123,312,187
276,102,311,166
274,89,309,153
270,91,305,155
274,101,309,165
276,95,311,159
273,71,308,135
276,47,311,111
274,36,309,100
275,30,310,94
269,10,304,74
259,0,294,64
266,7,301,71
267,10,302,74
279,17,314,81
284,9,319,73
286,0,321,64
295,0,330,64
296,0,331,64
303,0,338,64
302,0,337,64
303,1,338,65
304,1,339,65
299,5,334,69
298,17,333,81
302,41,337,105
306,59,341,123
310,76,345,140
308,71,343,135
304,68,339,132
299,68,334,132
296,63,331,127
293,49,328,113
289,39,324,103
287,37,322,101
286,46,321,110
284,50,319,114
282,60,317,124
282,74,317,138
269,82,304,146
249,71,284,135
243,95,278,159
264,84,299,148
263,62,298,126
266,43,301,107
272,67,307,131
288,86,323,150
296,99,331,163
298,108,333,172
300,111,335,175
307,119,342,183
305,129,340,193
307,131,342,195
288,119,323,183
277,97,312,161
273,75,308,139
278,92,313,156
283,95,318,159
288,94,323,158
291,87,326,151
294,78,329,142
298,81,333,145
302,85,337,149
304,85,339,149
306,81,341,145
305,80,340,144
301,83,336,147
298,67,333,131
296,58,331,122
295,60,330,124
296,43,331,107
296,30,331,94
305,10,340,74
310,5,345,69
309,0,344,64
308,1,343,65
306,19,341,83
302,43,337,107
296,67,331,131
284,85,319,149
280,103,315,167
280,113,315,177
271,136,306,200
268,160,303,224
261,168,296,232
264,174,299,238
273,197,308,261
282,180,317,244
283,181,318,245
298,179,333,243
307,176,342,240
311,178,346,242
314,166,349,230
314,158,349,222
308,148,343,212
302,144,337,208
296,127,331,191
299,113,334,177
304,115,339,179
310,132,345,196
309,108,344,172
303,84,338,148
297,60,332,124
302,45,337,109
309,63,344,127
315,87,350,151
313,111,348,175
319,135,354,199
317,135,352,199
319,136,354,200
329,138,364,202
329,135,364,199
323,135,358,199
329,124,364,188
334,104,369,168
333,80,368,144
329,69,364,133
323,83,358,147
327,107,362,171
335,114,370,178
343,117,378,181
345,117,380,181
352,109,387,173
356,107,391,171
354,85,389,149
347,81,382,145
334,100,369,164
328,112,363,176
326,115,361,179
321,131,356,195
321,137,356,201
322,139,357,203
328,128,363,192
330,118,365,182
327,104,362,168
329,110,364,174
330,112,365,176
329,108,364,172
332,99,367,163
331,94,366,158
338,78,373,142
339,74,374,138
340,63,375,127
340,56,375,120
328,51,363,115
325,49,360,113
318,43,353,107
310,30,345,94
303,35,338,99
301,43,336,107
297,61,332,125
293,66,328,130
291,81,326,145
290,100,325,164
288,106,323,170
291,130,326,194
291,136,326,200
290,146,325,210
290,154,325,218
283,163,318,227
283,159,318,223
286,145,321,209
286,136,321,200
287,127,322,191
289,116,324,180
293,109,328,173
292,100,327,164
292,97,327,161
295,89,330,153
298,91,333,155
303,109,338,173
303,133,338,197
303,109,338,173
302,85,337,149
318,66,353,130
324,42,359,106
343,49,378,113
342,25,377,89
329,46,364,110
332,23,367,87
327,47,362,111
304,50,339,114
297,66,332,130
296,77,331,141
291,92,326,156
286,87,321,151
287,78,322,142
278,60,313,124
281,81,316,145
286,105,321,169
299,119,334,183
292,131,327,195
296,138,331,202
290,142,325,206
298,155,333,219
307,138,342,202
313,127,348,191
326,112,361,176
337,114,372,178
