153,101,177,153,1.000000
152,103,174,150,0.768828
150,103,172,151,0.756698
NaN,NaN,NaN,NaN,NaN
147,105,169,153,0.770686
145,106,166,153,0.763856
144,107,166,154,0.749744
142,107,164,155,0.768414
NaN,NaN,NaN,NaN,NaN
139,108,161,156,0.760257
137,109,159,157,0.755442
135,109,157,158,0.740175
134,109,157,159,0.725448
132,110,154,159,0.718631
130,111,153,161,0.727701
128,110,151,161,0.708169
125,111,149,163,0.703661
123,112,146,163,0.684815
121,113,143,161,0.691728
118,114,140,163,0.697442
115,115,137,164,0.696181
113,116,136,165,0.700411
110,117,133,166,0.693103
107,118,129,167,0.700652
105,119,128,168,0.708076
102,120,125,170,0.693274
99,121,122,171,0.708766
96,121,119,172,0.704911
94,122,117,172,0.718623
91,122,114,173,0.711943
90,122,113,173,0.706675
83,121,107,172,0.711775
80,122,103,171,0.713619
75,121,98,171,0.716599
72,121,93,168,0.723836
67,120,89,167,0.723370
62,119,83,166,0.737312
59,120,80,166,0.752350
52,118,74,166,0.751733
49,116,72,165,0.762570
44,117,66,164,0.753832
39,115,61,163,0.750164
36,115,57,161,0.734520
30,114,52,162,0.746167
26,113,47,160,0.730029
21,110,43,157,0.744925
17,110,38,157,0.761490
12,107,33,154,0.741587
8,106,30,154,0.756143
4,106,25,152,0.741668
1,103,21,146,0.713187
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
6,41,27,87,0.722558
18,40,40,88,0.744426
31,37,52,83,0.741679
44,36,66,83,0.729959
55,35,77,83,0.738951
69,35,90,82,0.746615
81,35,102,81,0.729861
95,34,116,80,0.729537
105,34,126,81,0.743803
115,33,136,79,0.718442
120,34,140,79,0.730028
122,33,143,79,0.724789
117,34,138,80,0.714143
110,34,131,80,0.703773
103,35,123,79,0.704106
96,35,117,82,0.712987
89,35,111,82,0.700263
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
9,38,31,85,0.730095
NaN,NaN,NaN,NaN,NaN
4,38,25,84,0.737722
NaN,NaN,NaN,NaN,NaN
2,39,21,81,0.749767
1,39,20,79,0.684553
151,129,168,165,0.667324
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
1,40,18,76,0.672189
2,37,22,80,0.749357
8,35,29,81,0.751949
27,34,48,81,0.731228
36,34,57,81,0.735659
46,34,67,80,0.733415
55,31,77,78,0.737141
66,32,88,79,0.727345
75,30,96,76,0.715834
87,30,108,76,0.729017
94,29,115,74,0.716058
NaN,NaN,NaN,NaN,NaN
109,28,130,74,0.706101
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
121,26,142,72,0.700170
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
134,24,155,69,0.697215
135,23,156,68,0.703710
137,22,158,69,0.699835
137,21,158,67,0.710785
137,21,158,67,0.722144
138,20,159,66,0.719542
139,19,160,66,0.736422
140,18,161,64,0.735467
139,18,160,64,0.741905
140,17,161,62,0.753690
141,17,162,62,0.747660
NaN,NaN,NaN,NaN,NaN
143,15,164,61,0.763566
142,15,164,62,0.757585
142,14,164,61,0.765256
143,16,164,61,0.761335
143,15,164,60,0.762024
144,15,165,60,0.755488
144,14,165,59,0.760576
146,13,167,59,0.765665
146,14,168,61,0.761578
146,13,167,59,0.763017
146,12,167,59,0.768534
145,11,168,60,0.749543
146,12,167,58,0.740840
146,10,168,59,0.735429
148,10,170,58,0.731813
147,9,169,57,0.722778
148,9,170,58,0.733897
147,8,170,59,0.714167
149,7,172,56,0.701021
146,8,168,56,0.678671
144,6,166,55,0.691852
142,7,164,54,0.689310
138,6,161,55,0.690958
136,8,158,56,0.689567
133,8,155,57,0.690507
131,8,153,56,0.685054
128,8,150,56,0.688774
NaN,NaN,NaN,NaN,NaN
124,8,147,57,0.693234
122,8,145,57,0.700490
