141,125,231,164,1.000000
138,125,228,164,0.981948
133,126,223,165,0.907336
128,126,218,165,0.839471
125,126,215,165,0.880154
120,124,210,163,0.892240
116,124,206,163,0.894968
110,123,200,162,0.882195
105,123,195,162,0.939244
100,122,190,161,0.932856
95,121,185,160,0.924724
90,120,180,159,0.976172
85,119,175,158,0.970357
81,119,171,158,0.972751
75,118,165,157,0.944292
71,118,161,157,0.881121
66,117,156,156,0.897988
61,117,151,156,0.879263
56,117,146,156,0.802127
50,116,140,155,0.880811
44,116,134,155,0.822127
39,115,129,154,0.848952
33,116,123,155,0.796243
26,114,116,153,0.884938
20,116,110,155,0.824713
14,116,105,155,0.882905
9,117,100,156,0.894196
3,118,94,157,0.934086
-4,119,87,158,0.810195
-10,121,81,160,0.701127
-17,122,74,161,0.578522
-22,124,69,163,0.564301
-28,125,63,164,0.548767
-35,126,56,165,0.536000
-39,127,52,166,0.515088
-42,127,50,167,0.511659
-42,127,51,167,0.526746
-44,127,50,167,0.518949
-44,127,50,167,0.503668
-44,127,50,167,0.501029
-46,127,49,167,0.490089
-45,127,50,167,0.490954
-42,126,52,166,0.485635
-41,125,53,165,0.495044
-38,124,55,164,0.490214
-36,123,57,163,0.495427
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
8,118,83,150,0.440353
11,117,86,149,0.453681
13,116,89,148,0.452964
16,114,92,146,0.444910
22,113,98,145,0.440035
25,112,101,144,0.447370
30,109,110,143,0.427259
32,108,114,143,0.462498
36,107,119,143,0.480325
41,107,124,143,0.467035
43,106,128,143,0.485731
48,104,135,142,0.490551
52,104,139,142,0.503313
56,104,143,142,0.511876
61,104,149,142,0.500316
63,105,152,143,0.510367
65,105,154,143,0.515949
64,107,153,145,0.561751
64,108,153,146,0.588791
65,109,154,147,0.601951
65,111,154,149,0.597573
64,112,153,150,0.615189
64,113,153,151,0.662992
66,115,156,153,0.715694
66,116,156,154,0.622971
66,117,156,155,0.646487
66,118,156,156,0.620677
65,119,155,157,0.629820
65,119,155,157,0.705974
65,120,155,158,0.767262
67,121,157,159,0.726332
67,121,157,159,0.625044
66,123,156,161,0.621885
65,123,155,161,0.660075
66,124,156,162,0.680028
65,125,155,163,0.656155
66,125,156,163,0.687620
65,128,155,166,0.626709
65,129,155,167,0.630685
64,130,154,168,0.624348
64,131,154,169,0.656506
62,132,152,170,0.622268
62,134,152,172,0.652492
61,134,151,172,0.678414
61,136,151,174,0.641189
61,136,150,174,0.674517
64,137,152,175,0.697485
66,138,155,176,0.711732
70,139,159,177,0.744156
70,141,159,179,0.757952
72,140,161,178,0.716047
74,142,162,180,0.724179
75,142,164,180,0.683435
77,143,166,181,0.652810
81,145,170,183,0.683305
85,145,174,183,0.701814
90,147,179,185,0.759823
92,147,181,185,0.662192
97,148,186,186,0.696578
101,150,190,188,0.713106
106,150,195,188,0.728427
109,152,198,190,0.704639
112,152,201,190,0.758076
117,153,206,191,0.715278
122,155,211,193,0.679774
125,155,214,193,0.656800
129,156,218,194,0.637038
132,156,221,194,0.745087
137,157,226,195,0.835089
142,158,231,196,0.757865
146,159,235,197,0.736967
151,159,240,197,0.710897
154,160,243,198,0.759176
159,161,248,199,0.706193
163,161,252,199,0.712211
166,162,255,200,0.701483
170,162,259,200,0.783552
173,164,262,202,0.703070
178,164,267,202,0.812349
181,165,270,203,0.753211
186,165,276,204,0.710861
188,166,279,206,0.695434
192,167,283,207,0.688102
195,167,286,207,0.737313
198,169,289,209,0.716628
203,169,294,209,0.706377
209,170,300,210,0.694155
208,171,299,211,0.750369
212,172,303,212,0.666568
210,173,303,213,0.729567
213,171,305,211,0.719253
216,174,307,214,0.763877
215,174,307,214,0.770282
224,176,309,213,0.585737
219,176,309,215,0.661192
219,176,309,215,0.688618
220,178,310,217,0.676511
219,179,309,218,0.609054
217,179,307,218,0.666320
218,182,308,221,0.619239
218,182,308,221,0.640146
215,183,305,222,0.667660
214,184,304,223,0.752734
214,186,304,225,0.642232
212,187,301,226,0.757326
213,189,302,228,0.787118
210,191,299,230,0.686768
210,192,299,231,0.626389
209,193,297,231,0.657100
208,194,297,232,0.680355
206,195,295,233,0.709484
206,196,294,234,0.688230
205,196,294,234,0.721275
204,197,293,235,0.715983
203,196,294,235,0.692320
201,196,293,236,0.664236
200,196,292,236,0.681140
198,195,290,235,0.674304
197,196,288,236,0.702498
197,195,287,234,0.671493
195,194,285,233,0.698267
194,193,284,232,0.775161
192,191,283,230,0.780456
192,190,283,229,0.706229
191,189,282,228,0.748320
191,187,282,226,0.726181
189,186,280,225,0.668888
187,185,278,224,0.707389
188,185,279,224,0.671499
185,183,276,222,0.718487
186,183,277,222,0.727625
184,181,275,220,0.735022
183,179,274,218,0.718573
182,178,273,217,0.737041
180,177,271,216,0.718452
180,176,271,215,0.763018
178,174,269,213,0.796069
177,173,268,212,0.714335
177,171,268,210,0.749268
174,171,265,210,0.760782
173,170,264,209,0.680371
173,169,264,208,0.590901
172,169,263,208,0.588897
172,167,262,206,0.632206
172,167,261,206,0.565185
170,166,259,205,0.600774
169,165,258,204,0.692702
167,164,255,203,0.598760
165,163,254,202,0.622361
163,163,252,202,0.619225
161,161,250,200,0.633444
160,160,249,199,0.656236
158,159,247,198,0.641282
155,157,244,196,0.616904
153,157,243,196,0.671916
151,155,241,194,0.751128
151,155,241,194,0.757211
150,152,240,191,0.685124
149,151,239,190,0.580653
148,151,238,190,0.562245
147,150,236,189,0.600996
145,151,233,190,0.628908
142,148,231,187,0.671064
140,148,229,187,0.743423
137,146,226,185,0.695708
136,145,225,184,0.662021
134,146,223,185,0.691323
133,144,222,183,0.665206
133,145,222,184,0.689789
131,144,220,183,0.678945
129,144,218,183,0.745825
127,143,216,182,0.711072
125,143,214,182,0.709045
126,142,215,181,0.649589
123,142,212,181,0.586083
123,142,212,181,0.623388
121,142,210,181,0.736491
120,142,210,181,0.773477
119,141,209,180,0.727184
118,141,208,180,0.785409
115,142,205,181,0.757985
114,141,204,180,0.769911
111,142,201,181,0.792330
108,142,198,181,0.781879
107,142,197,181,0.777125
103,142,194,181,0.764512
102,141,192,180,0.728523
100,141,190,180,0.735516
101,141,191,180,0.752021
