166,91,217,145,1.000000
166,91,217,145,0.919425
164,96,215,150,0.860644
161,96,212,150,0.565687
157,97,208,151,0.740711
155,96,206,150,0.690955
152,92,202,145,0.619304
149,87,199,140,0.776701
149,85,197,136,0.760593
149,84,197,135,0.634783
146,84,194,136,0.616729
140,85,186,135,0.526351
136,88,182,138,0.506503
130,92,175,141,0.479933
130,96,169,139,0.490554
127,94,166,137,0.461855
122,85,172,140,0.689508
126,85,174,138,0.750660
129,86,177,139,0.577088
131,87,179,139,0.526689
131,90,181,144,0.679291
131,93,181,147,0.680154
130,94,183,152,0.485326
131,94,184,153,0.553321
132,94,186,154,0.600108
133,97,186,155,0.602651
133,94,186,152,0.617512
134,90,188,149,0.605352
138,85,191,143,0.579773
144,80,197,138,0.605599
148,77,201,135,0.607584
152,75,206,134,0.604702
156,74,210,132,0.616307
160,75,213,132,0.617207
164,78,218,135,0.565425
165,81,220,139,0.524868
165,83,218,139,0.563472
161,80,217,140,0.528653
160,77,216,137,0.547565
156,74,213,135,0.535172
151,72,208,133,0.556117
148,75,204,135,0.570178
142,79,197,138,0.576927
136,84,191,142,0.618260
132,86,188,145,0.650766
127,87,184,147,0.577549
124,87,181,147,0.603400
124,88,181,148,0.577855
123,88,180,148,0.570893
123,85,180,145,0.593888
120,79,184,147,0.484286
123,76,185,142,0.518847
126,75,188,141,0.526558
129,76,192,143,0.508555
130,80,193,147,0.529775
132,85,195,152,0.384549
135,88,199,156,0.396079
138,92,201,159,0.412170
141,94,204,161,0.443380
144,92,207,159,0.570266
146,85,213,156,0.562784
150,78,217,149,0.566249
153,73,220,145,0.565123
153,70,220,142,0.600789
155,71,222,143,0.598047
155,78,221,149,0.587334
153,84,217,153,0.736369
152,85,215,153,0.712799
150,87,212,154,0.680820
150,89,212,156,0.690005
147,88,209,155,0.726000
147,85,210,153,0.714743
147,81,210,149,0.715937
147,80,210,148,0.709677
147,86,209,153,0.673737
145,90,207,157,0.664702
144,91,206,158,0.665322
144,91,206,158,0.671430
143,92,205,159,0.624671
142,93,204,160,0.631409
139,92,203,161,0.650072
135,90,198,158,0.612728
131,87,193,154,0.608770
130,84,192,151,0.622592
132,83,194,150,0.601024
130,88,191,154,0.596418
129,92,191,159,0.584215
130,96,192,163,0.581657
131,99,195,168,0.623472
133,102,197,171,0.627057
136,102,201,172,0.544713
139,96,204,166,0.556718
143,86,209,157,0.572138
146,79,214,152,0.588573
151,76,219,149,0.585232
155,75,223,148,0.582253
156,77,224,150,0.556455
157,80,225,153,0.551570
159,80,227,153,0.560716
161,81,229,154,0.558268
162,82,230,155,0.553223
161,81,229,154,0.549827
161,81,228,153,0.507333
162,81,228,152,0.535459
160,81,225,151,0.520156
159,79,224,149,0.506988
158,80,223,150,0.503579
154,85,219,155,0.506814
152,88,215,155,0.589450
149,88,212,155,0.634599
146,90,209,157,0.616728
141,92,204,159,0.655657
136,90,200,158,0.653914
137,86,201,154,0.630357
138,83,202,152,0.634298
138,82,204,153,0.605464
138,82,205,154,0.600231
138,81,206,154,0.571617
136,81,206,156,0.532390
137,83,207,157,0.544731
138,86,209,161,0.529211
139,87,210,162,0.534831
140,86,210,160,0.569617
144,83,214,157,0.550331
146,81,217,156,0.543181
149,78,221,154,0.514830
153,77,225,153,0.512963
157,75,231,153,0.493613
161,74,237,154,0.485318
164,74,240,154,0.471851
165,76,241,156,0.461250
167,77,243,157,0.455539
168,77,244,157,0.474678
168,77,244,157,0.466692
166,76,242,156,0.473680
165,74,240,153,0.467879
164,71,238,149,0.473326
167,67,240,144,0.477056
171,65,243,141,0.475863
172,65,241,138,0.486327
170,64,239,137,0.475103
166,63,236,136,0.479199
165,65,235,138,0.481369
161,67,231,140,0.487154
